site,date,time,site_lat,site_lon,chime_diatoms_ug_per_l,chime_cyanobacteria_ug_per_l,chime_others_ug_per_l,lstm_lswt_c,s2_chl_ug_per_l,s2_tur_mg_per_l,s2_cdom_1_per_m,s3_chl_ug_per_l,s3_tur_mg_per_l,s3_cdom_1_per_m,diatoms_ug_per_l,cyanobacterial_ug_per_l,others_ug_per_l
berlin_muggelsee_IOP_daily_v0.3,2023-01-13,2023-01-13 12:00:00,52.437300000000015,13.647400000000005,1.27750473636376,0.0187292689110232,0.3205123088660333,4.97866908492526,1.6167463141408165,1.88675212477986,0.3321804437472141,1.6167463141408165,1.88675212477986,0.3321804437472141,1.27750473636376,0.0187292689110232,0.3205123088660333
berlin_muggelsee_IOP_daily_v0.3,2023-01-14,2023-01-14 12:00:00,52.437300000000015,13.647400000000005,1.3496081641131694,0.0178703737611211,0.3469826326444111,5.012158323975675,1.7144611705187016,1.939737550247255,0.3279262124316634,1.7144611705187016,1.939737550247255,0.3279262124316634,1.3496081641131694,0.0178703737611211,0.3469826326444111
berlin_muggelsee_IOP_daily_v0.3,2023-01-15,2023-01-15 12:00:00,52.437300000000015,13.647400000000005,1.4501548302585614,0.0172993061966733,0.3721668614597688,5.017419732022466,1.839620997915004,1.9800232836210607,0.3255535436714082,1.839620997915004,1.9800232836210607,0.3255535436714082,1.4501548302585614,0.0172993061966733,0.3721668614597688
berlin_muggelsee_IOP_daily_v0.3,2023-01-16,2023-01-16 12:00:00,52.437300000000015,13.647400000000005,1.58974358974359,0.017094017094017,0.3931623931623929,4.998999999999999,2.0,2.0,0.3257412586916298,2.0,2.0,0.3257412586916298,1.58974358974359,0.017094017094017,0.3931623931623929
berlin_muggelsee_IOP_daily_v0.3,2023-01-17,2023-01-17 12:00:00,52.437300000000015,13.647400000000005,1.7791599911495566,0.0173114093302593,0.4059625345099436,4.960387766386692,2.2024339349897595,1.99458898309186,0.3289229506250228,2.2024339349897595,1.99458898309186,0.3289229506250228,1.7791599911495566,0.0173114093302593,0.4059625345099436
berlin_muggelsee_IOP_daily_v0.3,2023-01-18,2023-01-18 12:00:00,52.437300000000015,13.647400000000005,2.013937114042255,0.0178938234431082,0.407971434817982,4.900839459837171,2.4398023723033453,1.968833951040716,0.3345513002343385,2.4398023723033453,1.968833951040716,0.3345513002343385,2.013937114042255,0.0178938234431082,0.407971434817982
berlin_muggelsee_IOP_daily_v0.3,2023-01-19,2023-01-19 12:00:00,52.437300000000015,13.647400000000005,2.278831437344033,0.018762045052545,0.3981415499195186,4.81855345655011,2.6957350323160965,1.9303092305997127,0.3418337601898416,2.6957350323160965,1.9303092305997127,0.3418337601898416,2.278831437344033,0.018762045052545,0.3981415499195186
berlin_muggelsee_IOP_daily_v0.3,2023-01-20,2023-01-20 12:00:00,52.437300000000015,13.647400000000005,2.547453753840735,0.0198329528078682,0.3782367056512155,4.711728132724187,2.945523412299819,1.8865891485219952,0.3499777831617972,2.945523412299819,1.8865891485219952,0.3499777831617972,2.547453753840735,0.0198329528078682,0.3782367056512155
berlin_muggelsee_IOP_daily_v0.3,2023-01-21,2023-01-21 12:00:00,52.437300000000015,13.647400000000005,2.780485533509514,0.0210062549976129,0.3542568824719951,4.578561864558077,3.155748670979122,1.8452480315607072,0.3581908218204702,3.155748670979122,1.8452480315607072,0.3581908218204702,2.780485533509514,0.0210062549976129,0.3542568824719951
berlin_muggelsee_IOP_daily_v0.3,2023-01-22,2023-01-22 12:00:00,52.437300000000015,13.647400000000005,2.9285160634535568,0.0221558191589925,0.336246486946249,4.417253028250455,3.2869183695587982,1.8138602064689933,0.3656803288361255,3.2869183695587982,1.8138602064689933,0.3656803288361255,2.9285160634535568,0.0221558191589925,0.336246486946249
berlin_muggelsee_IOP_daily_v0.3,2023-01-23,2023-01-23 12:00:00,52.437300000000015,13.647400000000005,2.9415730337078645,0.0231275052036871,0.3352994610884477,4.226,3.2999999999999994,1.7999999999999998,0.3716537568790283,3.2999999999999994,1.7999999999999998,0.3716537568790283,2.9415730337078645,0.0231275052036871,0.3352994610884477
berlin_muggelsee_IOP_daily_v0.3,2023-01-24,2023-01-24 12:00:00,52.437300000000015,13.647400000000005,2.796883065504732,0.0237814090777317,0.3560472551942802,4.004871549508195,3.176711729776744,1.8094050178473444,0.3755145066970949,3.176711729776744,1.8094050178473444,0.3755145066970949,2.796883065504732,0.0237814090777317,0.3560472551942802
berlin_muggelsee_IOP_daily_v0.3,2023-01-25,2023-01-25 12:00:00,52.437300000000015,13.647400000000005,2.5418501580836685,0.0241184183585683,0.3887387913397444,3.761418020487766,2.9547073677819813,1.840465981466543,0.3774497713488484,2.9547073677819813,1.840465981466543,0.3774497713488484,2.5418501580836685,0.0241184183585683,0.3887387913397444
berlin_muggelsee_IOP_daily_v0.3,2023-01-26,2023-01-26 12:00:00,52.437300000000015,13.647400000000005,2.2391853105387853,0.0241901902145815,0.4211424176118775,3.5050601501542493,2.6845179183652443,1.8897368912535848,0.3778426919704634,2.6845179183652443,1.8897368912535848,0.3778426919704634,2.2391853105387853,0.0241901902145815,0.4211424176118775
berlin_muggelsee_IOP_daily_v0.3,2023-01-27,2023-01-27 12:00:00,52.437300000000015,13.647400000000005,1.9390011901224384,0.0240594522191726,0.4456002663984817,3.2452186757231787,2.4086609087400928,1.9537717476044625,0.3770764096981142,2.4086609087400928,1.9537717476044625,0.3770764096981142,1.9390011901224384,0.0240594522191726,0.4456002663984817
berlin_muggelsee_IOP_daily_v0.3,2023-01-28,2023-01-28 12:00:00,52.437300000000015,13.647400000000005,1.6737768468477636,0.0237938628384801,0.4600987206519727,2.99131433441009,2.1576694303382165,2.029124550915164,0.3755340656679755,2.1576694303382165,2.029124550915164,0.3755340656679755,1.6737768468477636,0.0237938628384801,0.4600987206519727
berlin_muggelsee_IOP_daily_v0.3,2023-01-29,2023-01-29 12:00:00,52.437300000000015,13.647400000000005,1.4606022676606305,0.0234613886071973,0.4668426005693906,2.7527678634305186,1.9509062568372184,2.112349301581679,0.3735988010162221,1.9509062568372184,2.112349301581679,0.3735988010162221,1.4606022676606305,0.0234613886071973,0.4668426005693906
berlin_muggelsee_IOP_daily_v0.3,2023-01-30,2023-01-30 12:00:00,52.437300000000015,13.647400000000005,1.3066666666666666,0.0231275052036871,0.470205828129646,2.539,1.7999999999999998,2.2,0.3716537568790283,1.7999999999999998,2.2,0.3716537568790283,1.3066666666666666,0.0231275052036871,0.470205828129646
berlin_muggelsee_IOP_daily_v0.3,2023-01-31,2023-01-31 12:00:00,52.437300000000015,13.647400000000005,1.2118087099807755,0.0228433011285431,0.474790548917254,2.357571222310149,1.7094425600265726,2.289034469771088,0.3700116008852836,1.7094425600265726,2.289034469771088,0.3700116008852836,1.2118087099807755,0.0228433011285431,0.474790548917254
berlin_muggelsee_IOP_daily_v0.3,2023-02-01,2023-02-01 12:00:00,52.437300000000015,13.647400000000005,1.1646507566436957,0.0226141511611639,0.4831310971568286,2.208600972456916,1.6703960049616882,2.3780258273157937,0.3687031066347369,1.6703960049616882,2.3780258273157937,0.3687031066347369,1.1646507566436957,0.0226141511611639,0.4831310971568286
berlin_muggelsee_IOP_daily_v0.3,2023-02-02,2023-02-02 12:00:00,52.437300000000015,13.647400000000005,1.1562725313899167,0.0224347546757994,0.4963252470236202,2.090348433512326,1.6750325330893363,2.465951012259945,0.367688574219852,1.6750325330893363,2.465951012259945,0.367688574219852,1.1562725313899167,0.0224347546757994,0.4963252470236202
berlin_muggelsee_IOP_daily_v0.3,2023-02-03,2023-02-03 12:00:00,52.437300000000015,13.647400000000005,1.1820559185263473,0.0223002754040355,0.514825882059096,2.001072788548408,1.7191820759894787,2.5517869642293656,0.3669283037330925,1.7191820759894787,2.5517869642293656,0.3669283037330925,1.1820559185263473,0.0223002754040355,0.514825882059096
berlin_muggelsee_IOP_daily_v0.3,2023-02-04,2023-02-04 12:00:00,52.437300000000015,13.647400000000005,1.2403367704498582,0.0222062515585612,0.538695712638181,1.9390332206371907,1.8012387346466003,2.63451062284988,0.3663825952669222,1.8012387346466003,2.63451062284988,0.3663825952669222,1.2403367704498582,0.0222062515585612,0.538695712638181
berlin_muggelsee_IOP_daily_v0.3,2023-02-05,2023-02-05 12:00:00,52.437300000000015,13.647400000000005,1.3316051475044128,0.0221485179343162,0.5676888954774193,1.9024889128507008,1.9214425609161483,2.7130989277473123,0.366011748913805,1.9214425609161483,2.7130989277473123,0.366011748913805,1.3316051475044128,0.0221485179343162,0.5676888954774193
berlin_muggelsee_IOP_daily_v0.3,2023-02-06,2023-02-06 12:00:00,52.437300000000015,13.647400000000005,1.4579949754020038,0.022123138204849,0.6012371288290814,1.8896990482609688,2.0813552424359343,2.786528818547489,0.3657760647662045,2.0813552424359343,2.786528818547489,0.3657760647662045,1.4579949754020038,0.022123138204849,0.6012371288290814
berlin_muggelsee_IOP_daily_v0.3,2023-02-07,2023-02-07 12:00:00,52.437300000000015,13.647400000000005,1.6229000387675592,0.0221263460220225,0.6383822713948692,1.8989228099400224,2.283408656184451,2.853777234876236,0.3656358429165844,2.283408656184451,2.853777234876236,0.3656358429165844,1.6229000387675592,0.0221263460220225,0.6383822713948692
berlin_muggelsee_IOP_daily_v0.3,2023-02-08,2023-02-08 12:00:00,52.437300000000015,13.647400000000005,1.830598748712689,0.0221544938525671,0.6776844760801326,1.9284193809598889,2.5304377186453886,2.9138211163593746,0.3655513834574087,2.5304377186453886,2.9138211163593746,0.3655513834574087,1.830598748712689,0.0221544938525671,0.6776844760801326
berlin_muggelsee_IOP_daily_v0.3,2023-02-09,2023-02-09 12:00:00,52.437300000000015,13.647400000000005,2.085790402624597,0.0222040087577473,0.7171339839297834,1.9764479443925964,2.825128395312128,2.965637402622733,0.3654829864811408,2.825128395312128,2.965637402622733,0.3654829864811408,2.085790402624597,0.0222040087577473,0.7171339839297834
berlin_muggelsee_IOP_daily_v0.3,2023-02-10,2023-02-10 12:00:00,52.437300000000015,13.647400000000005,2.3929561885554542,0.0222713545518719,0.7541005982473629,2.0412676833101737,3.169328141354689,3.008203033292133,0.3653909520802447,3.169328141354689,3.008203033292133,0.3653909520802447,2.3929561885554542,0.0222713545518719,0.7541005982473629
berlin_muggelsee_IOP_daily_v0.3,2023-02-11,2023-02-11 12:00:00,52.437300000000015,13.647400000000005,2.75547119167099,0.0223529999683194,0.7853631192462172,2.121137780784649,3.5631873108855268,3.0404949479934027,0.3652355803471842,3.5631873108855268,3.0404949479934027,0.3652355803471842,2.75547119167099,0.0223529999683194,0.7853631192462172
berlin_muggelsee_IOP_daily_v0.3,2023-02-12,2023-02-12 12:00:00,52.437300000000015,13.647400000000005,3.174420923442287,0.0224453926229392,0.807266546867922,2.214317419888052,4.004132862933148,3.0614900863523653,0.3649771713744228,4.004132862933148,3.0614900863523653,0.3649771713744228,3.174420923442287,0.0224453926229392,0.807266546867922
